;crime;penalty
215;§ 1. Kto w celu popełnienia przestępstwa określonego w art. 197 zgwałcenie lub wymuszenie czynności seksualnej § 4 lub art. 200 obcowanie płciowe z osobą małoletnią lub doprowadzenie jej do poddania się czynnościom seksualnym, jak również produkowania lub utrwalania treści pornograficznych, za pośrednictwem systemu teleinformatycznego lub sieci telekomunikacyjnej nawiązuje kontakt z małoletnim poniżej lat 15, zmierzając, za pomocą wprowadzenia go w błąd, wyzyskania błędu lub niezdolności do należytego pojmowania sytuacji albo przy użyciu groźby bezprawnej, do spotkania z nim,;karze pozbawienia wolności do lat 3.
216; 2. Kto za pośrednictwem systemu teleinformatycznego lub sieci telekomunikacyjnej małoletniemu poniżej lat 15 składa propozycję obcowania płciowego, poddania się lub wykonania innej czynności seksualnej lub udziału w produkowaniu lub utrwalaniu treści pornograficznych, i zmierza do jej realizacji,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
217;Kto publicznie propaguje lub pochwala zachowania o charakterze pedofilskim,;grzywnie do 180 stawek dziennych albo karze ograniczenia wolności.
218;Kto dopuszcza się obcowania płciowego w stosunku do wstępnego, zstępnego, przysposobionego, przysposabiającego, brata lub siostry,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 3.
219;§ 1. Kto publicznie prezentuje treści pornograficzne w taki sposób, że może to narzucić ich odbiór osobie, która tego sobie nie życzy,;karze pozbawienia wolności od roku do lat 10.
220; 3. Kto w celu rozpowszechniania produkuje, utrwala lub sprowadza, przechowuje lub posiada albo rozpowszechnia lub prezentuje treści pornograficzne z udziałem małoletniego albo treści pornograficzne związane z prezentowaniem przemocy lub posługiwaniem się zwierzęciem;karze pozbawienia wolności od lat 2 do 15.
221; 4. Kto utrwala treści pornograficzne z udziałem małoletniego;karze pozbawienia wolności do lat 3.
222; 4a. Kto przechowuje, posiada lub uzyskuje dostęp do treści pornograficznych z udziałem małoletniego;karze pozbawienia wolności od 3 miesięcy do lat 5.
223; 4b. Kto produkuje, rozpowszechnia, prezentuje, przechowuje lub posiada treści pornograficzne przedstawiające wytworzony albo przetworzony wizerunek małoletniego uczestniczącego w czynności seksualnej;karze pozbawienia wolności od 6 miesięcy do lat 8.
224; 4c. Karze określonej w § 4b podlega, kto w celu zaspokojenia seksualnego uczestniczy w prezentacji treści pornograficznych z udziałem małoletniego.;karze pozbawienia wolności do lat 3.
225; 5. Sąd może orzec przepadek narzędzi lub innych przedmiotów, które służyły lub były przeznaczone do popełnienia przestępstw określonych w § 1-4b, chociażby nie stanowiły własności sprawcy.;karze pozbawienia wolności od 3 miesięcy do lat 5.
226;§ 1. Kto, wykorzystując stosunek zależności lub krytyczne położenie, doprowadza inną osobę do uprawiania prostytucji,;karze pozbawienia wolności od 6 miesięcy do lat 8.
227; 2. Kto, przemocą, groźbą bezprawną lub podstępem doprowadza inną osobę do uprawiania prostytucji,;karze pozbawienia wolności od lat 2 do 15.
228;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, nakłania inną osobę do uprawiania prostytucji lub jej to ułatwia;karze pozbawienia wolności do lat 3.
229; 2. Karze określonej w § 1 podlega, kto czerpie korzyści majątkowe z uprawiania prostytucji przez inną osobę.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
230; 3. Jeżeli osoba określona w § 1 lub 2 jest małoletnim, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
231;;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
232;Kto zawiera małżeństwo, pomimo że pozostaje w związku małżeńskim,;karze pozbawienia wolności od 6 miesięcy do lat 8.
233;§ 1. Kto znęca się fizycznie lub psychicznie nad osobą najbliższą lub nad inną osobą pozostającą w stałym lub przemijającym stosunku zależności od sprawcy,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
234; 1a. Kto znęca się fizycznie lub psychicznie nad osobą nieporadną ze względu na jej wiek, stan psychiczny lub fizyczny,;karze pozbawienia wolności od roku do lat 10.
235; 2. Jeżeli czyn określony w § 1 lub 1a połączony jest ze stosowaniem szczególnego okrucieństwa, sprawca;karze pozbawienia wolności od lat 2 do 15.
236; 3. Jeżeli następstwem czynu określonego w § 1–2 jest targnięcie się pokrzywdzonego na własne życie, sprawca;karze pozbawienia wolności od lat 3 do 20.
237;Kto rozpija małoletniego, dostarczając mu napoju alkoholowego, ułatwiając jego spożycie lub nakłaniając go do spożycia takiego napoju,;karze pozbawienia wolności od 6 miesięcy do lat 8.
238;§ 1. Kto uchyla się od wykonania obowiązku alimentacyjnego określonego co do wysokości orzeczeniem sądowym, ugodą zawartą przed sądem albo innym organem albo inną umową, jeżeli łączna wysokość powstałych wskutek tego zaległości stanowi równowartość co najmniej 3 świadczeń okresowych albo jeżeli opóźnienie zaległego świadczenia innego niż okresowe wynosi co najmniej 3 miesiące,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
239; 1a. Jeżeli sprawca czynu określonego w § 1 naraża osobę uprawnioną na niemożność zaspokojenia podstawowych potrzeb życiowych,;karze pozbawienia wolności od roku do lat 10.
240; 2. Ściganie przestępstwa określonego w § 1 lub 1a następuje na wniosek pokrzywdzonego, organu pomocy społecznej lub organu podejmującego działania wobec dłużnika alimentacyjnego.;karze pozbawienia wolności od lat 2 do 15.
241; 3. Jeżeli pokrzywdzonemu przyznano odpowiednie świadczenia rodzinne albo świadczenia pieniężne wypłacane w przypadku bezskuteczności egzekucji alimentów, ściganie przestępstwa określonego w § 1 lub 1a odbywa się z urzędu.;karze pozbawienia wolności od lat 3 do 20.
242; 5. Sąd odstępuje od wymierzenia kary, jeżeli nie później niż przed upływem 30 dni od dnia pierwszego przesłuchania w charakterze podejrzanego sprawca przestępstwa określonego w § 1a uiścił w całości zaległe alimenty, chyba że wina i społeczna szkodliwość czynu przemawiają przeciwko odstąpieniu od wymierzenia kary.;karze pozbawienia wolności od 6 miesięcy do lat 8.
243;§ 1. Kto wbrew obowiązkowi troszczenia się o małoletniego poniżej lat 15 albo o osobę nieporadną ze względu na jej stan psychiczny lub fizyczny osobę tę porzuca,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
244; 2. Jeżeli następstwem czynu jest śmierć osoby określonej w § 1, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
245;Kto, wbrew woli osoby powołanej do opieki lub nadzoru, uprowadza lub zatrzymuje małoletniego poniżej lat 15 albo osobę nieporadną ze względu na jej stan psychiczny lub fizyczny,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
246;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, zajmuje się organizowaniem adopcji dzieci wbrew przepisom ustawy,;karze pozbawienia wolności do lat 3.
247;§ 1. Kto pomawia inną osobę, grupę osób, instytucję, osobę prawną lub jednostkę organizacyjną niemającą osobowości prawnej o takie postępowanie lub właściwości, które mogą poniżyć ją w opinii publicznej lub narazić na utratę zaufania potrzebnego dla danego stanowiska, zawodu lub rodzaju działalności,;karze pozbawienia wolności od roku do lat 10.
248; 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 za pomocą środków masowego komunikowania,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
249; 3. W razie skazania za przestępstwo określone w § 1 lub 2 sąd może orzec nawiązkę na rzecz pokrzywdzonego, Polskiego Czerwonego Krzyża albo na inny cel społeczny wskazany przez pokrzywdzonego.;karze pozbawienia wolności od 3 miesięcy do lat 5.
250; 4. Ściganie przestępstwa określonego w § 1 lub 2 odbywa się z oskarżenia prywatnego.;karze pozbawienia wolności od 6 miesięcy do lat 8.
251;§ 1. Nie ma przestępstwa określonego w art. 212 zniesławienie § 1, jeżeli zarzut uczyniony niepublicznie jest prawdziwy.;karze pozbawienia wolności od 3 miesięcy do lat 5.
252;" 2. Nie popełnia przestępstwa określonego w art. 212 zniesławienie § 1 lub 2, kto publicznie podnosi lub rozgłasza prawdziwy zarzut:
1) dotyczący postępowania osoby pełniącej funkcję publiczną lub
2) służący obronie społecznie uzasadnionego interesu.
Jeżeli zarzut dotyczy życia prywatnego lub rodzinnego, dowód prawdy może być przeprowadzony tylko wtedy, gdy zarzut ma zapobiec niebezpieczeństwu dla życia lub zdrowia człowieka albo demoralizacji małoletniego.";karze pozbawienia wolności od roku do lat 10.
253;Brak przestępstwa wynikający z przyczyn określonych w art. 213 wyłączenie bezprawności zniesławienia nie wyłącza odpowiedzialności sprawcy za zniewagę ze względu na formę podniesienia lub rozgłoszenia zarzutu.;karze pozbawienia wolności do lat 3.
254;Na wniosek pokrzywdzonego sąd orzeka podanie wyroku skazującego do publicznej wiadomości.;karze pozbawienia wolności od 3 miesięcy do lat 5.
255;§ 1. Kto znieważa inną osobę w jej obecności albo choćby pod jej nieobecność, lecz publicznie lub w zamiarze, aby zniewaga do osoby tej dotarła,;karze pozbawienia wolności od 3 miesięcy do lat 5.
256; 2. Kto znieważa inną osobę za pomocą środków masowego komunikowania,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
257; 3. Jeżeli zniewagę wywołało wyzywające zachowanie się pokrzywdzonego albo jeżeli pokrzywdzony odpowiedział naruszeniem nietykalności cielesnej lub zniewagą wzajemną, sąd może odstąpić od wymierzenia kary.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
258; 4. W razie skazania za przestępstwo określone w § 2 sąd może orzec nawiązkę na rzecz pokrzywdzonego, Polskiego Czerwonego Krzyża albo na inny cel społeczny wskazany przez pokrzywdzonego.;karze pozbawienia wolności od 3 miesięcy do lat 5.
259; 5. Ściganie odbywa się z oskarżenia prywatnego.;karze pozbawienia wolności do lat 3.
260;§ 1. Kto uderza człowieka lub w inny sposób narusza jego nietykalność cielesną,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
261; 2. Jeżeli naruszenie nietykalności wywołało wyzywające zachowanie się pokrzywdzonego albo jeżeli pokrzywdzony odpowiedział naruszeniem nietykalności, sąd może odstąpić od wymierzenia kary.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
262; 3. Ściganie odbywa się z oskarżenia prywatnego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
263;Kto uderza człowieka lub w inny sposób narusza jego nietykalność cielesną w związku z podjętą przez niego interwencją na rzecz ochrony bezpieczeństwa ludzi lub ochrony bezpieczeństwa lub porządku publicznego,;karze pozbawienia wolności do lat 3.
264;§ 1. (utracił moc);karze pozbawienia wolności do lat 3.
265; 1a. Kto, wykonując czynności w sprawach z zakresu prawa pracy i ubezpieczeń społecznych, złośliwie lub uporczywie narusza prawa pracownika wynikające ze stosunku pracy lub ubezpieczenia społecznego,;karze pozbawienia wolności od 3 miesięcy do lat 5.
266; 2. Osoba określona w § 1a, odmawiająca ponownego przyjęcia do pracy, o której przywróceniu orzekł właściwy organ,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
267; 3. Osoba określona w § 1a, która będąc zobowiązana orzeczeniem sądu do wypłaty wynagrodzenia za pracę lub innego świadczenia ze stosunku pracy, obowiązku tego nie wykonuje,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
268;"Kto, złośliwie lub uporczywie:
1) wbrew zakazowi handlu oraz wykonywania czynności związanych z handlem w niedziele i święta, powierza wykonywanie pracy w handlu lub wykonywanie czynności związanych z handlem pracownikowi lub zatrudnionemu,
2) wbrew zakazowi handlu oraz wykonywania czynności związanych z handlem po godzinie 1400 w dniu 24 grudnia lub w sobotę bezpośrednio poprzedzającą pierwszy dzień Wielkiej Nocy, powierza wykonywanie pracy w handlu lub wykonywanie czynności związanych z handlem pracownikowi lub zatrudnionemu,";karze pozbawienia wolności od 3 miesięcy do lat 5.
269;Kto narusza przepisy prawa o ubezpieczeniach społecznych, nie zgłaszając, nawet za zgodą zainteresowanego, wymaganych danych albo zgłaszając nieprawdziwe dane mające wpływ na prawo do świadczeń albo ich wysokość,;karze pozbawienia wolności od 3 miesięcy do lat 5.
270;§ 1. Kto, będąc odpowiedzialny za bezpieczeństwo i higienę pracy, nie dopełnia wynikającego stąd obowiązku i przez to naraża pracownika na bezpośrednie niebezpieczeństwo utraty życia albo ciężkiego uszczerbku na zdrowiu,;karze pozbawienia wolności od roku do lat 10.
271; 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od 3 miesięcy do lat 5.
272;Kto wbrew obowiązkowi nie zawiadamia w terminie właściwego organu o wypadku przy pracy lub chorobie zawodowej albo nie sporządza lub nie przedstawia wymaganej dokumentacji,;karze pozbawienia wolności od roku do lat 10.
273;§ 1. Kto narusza nietykalność cielesną funkcjonariusza publicznego lub osoby do pomocy mu przybranej podczas lub w związku z pełnieniem obowiązków służbowych,;karze określonej w tych przepisach.
274; 2. Jeżeli czyn określony w § 1 wywołało niewłaściwe zachowanie się funkcjonariusza lub osoby do pomocy mu przybranej, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;"Kto w związku z wyborami do Sejmu, do Senatu, wyborem Prezydenta Rzeczypospolitej Polskiej, wyborami do Parlamentu Europejskiego, wyborami organów samorządu terytorialnego lub referendum:
1) sporządza listę kandydujących lub głosujących, z pominięciem uprawnionych lub wpisaniem nieuprawnionych,
2) używa podstępu celem nieprawidłowego sporządzenia listy kandydujących lub głosujących, protokołów lub innych dokumentów wyborczych albo referendalnych,
3) niszczy, uszkadza, ukrywa, przerabia lub podrabia protokoły lub inne dokumenty wyborcze albo referendalne,
4) dopuszcza się nadużycia lub dopuszcza do nadużycia przy przyjmowaniu lub obliczaniu głosów,
5) odstępuje innej osobie przed zakończeniem głosowania niewykorzystaną kartę do głosowania lub pozyskuje od innej osoby w celu wykorzystania w głosowaniu niewykorzystaną kartę do głosowania,
6) dopuszcza się nadużycia w sporządzaniu list z podpisami obywateli zgłaszających kandydatów w wyborach lub inicjujących referendum
- podlega karze pozbawienia wolności do lat 3."
275;§ 1. Kto, działając wspólnie i w porozumieniu z inną osobą lub używając broni palnej, noża lub innego podobnie niebezpiecznego przedmiotu albo środka obezwładniającego, dopuszcza się czynnej napaści na funkcjonariusza publicznego lub osobę do pomocy mu przybraną podczas lub w związku z pełnieniem obowiązków służbowych,;karze pozbawienia wolności od 3 miesięcy do lat 5.
276; 2. Jeżeli w wyniku czynnej napaści nastąpił skutek w postaci ciężkiego uszczerbku na zdrowiu funkcjonariusza publicznego lub osoby do pomocy mu przybranej, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
277;§ 1. Kto publicznie nawołuje do udostępnienia informacji dotyczących życia prywatnego funkcjonariusza organu powołanego do ochrony bezpieczeństwa publicznego albo funkcjonariusza Służby Więziennej, których udostępnienie może spowodować zagrożenie bezpieczeństwa tego funkcjonariusza lub osoby dla niego najbliższej,;karze pozbawienia wolności od 3 miesięcy do lat 5.
278;§ 1. Kto bez zgody funkcjonariusza organu powołanego do ochrony bezpieczeństwa publicznego albo funkcjonariusza Służby Więziennej, udostępnia innej osobie informacje dotyczące jego życia prywatnego, których udostępnienie może spowodować zagrożenie bezpieczeństwa tego funkcjonariusza lub osoby dla niego najbliższej,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
279; 3. Jeżeli udostępnienie informacji przez sprawcę czynu określonego w § 1 lub 2 następuje przez ich publiczne rozpowszechnienie, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
280;§ 1. Kto przemocą lub groźbą bezprawną wywiera wpływ na czynności urzędowe organu administracji rządowej, innego organu państwowego lub samorządu terytorialnego,;karze pozbawienia wolności od lat 3 do 20.
281; 3. Jeżeli następstwem czynu określonego w § 2 jest skutek określony w art. 156 spowodowanie ciężkiego uszczerbku na zdrowiu § 1 lub w art. 157 spowodowanie średniego i lekkiego uszczerbku na zdrowiu § 1, sprawca;karze pozbawienia wolności od lat 5 do 25.
282;§ 1. Kto wiedząc, że zagrożenie nie istnieje, zawiadamia o zdarzeniu, które zagraża życiu lub zdrowiu wielu osób lub mieniu w znacznych rozmiarach lub stwarza sytuację, mającą wywołać przekonanie o istnieniu takiego zagrożenia, czym wywołuje czynność instytucji użyteczności publicznej lub organu ochrony bezpieczeństwa, porządku publicznego lub zdrowia mającą na celu uchylenie zagrożenia,;karze pozbawienia wolności do lat 3.
283; 2. Jeżeli sprawca czynu określonego w § 1 zawiadamia o więcej niż jednym zdarzeniu,;karze pozbawienia wolności do lat 3.
284;"W razie skazania za przestępstwo określone w art. 224a fałszywe zawiadomienie o zagrożeniu sąd orzeka:
1) nawiązkę na rzecz Skarbu Państwa w wysokości co najmniej 10 000 zł oraz
2) świadczenie pieniężne wymienione w art. 39 katalog środków karnych pkt 7 w wysokości co najmniej 10 000 zł.";karze pozbawienia wolności od 3 miesięcy do lat 5.
285;§ 1. Kto osobie uprawnionej do przeprowadzania kontroli w zakresie ochrony środowiska lub osobie przybranej jej do pomocy udaremnia lub utrudnia wykonanie czynności służbowej,;karze pozbawienia wolności od 6 miesięcy do lat 8.
286;§ 1. Kto znieważa funkcjonariusza publicznego lub osobę do pomocy mu przybraną, podczas i w związku z pełnieniem obowiązków służbowych,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
287; 2. Przepis art. 222 naruszenie nietykalności cielesnej funkcjonariusza publicznego lub osoby do pomocy mu przybranej § 2 stosuje się odpowiednio.;karze pozbawienia wolności do lat 3.
288; 3. Kto publicznie znieważa lub poniża konstytucyjny organ Rzeczypospolitej Polskiej,;grzywnie do 180 stawek dziennych, karze ograniczenia wolności albo pozbawienia wolności do roku.
289;Kto, podając się za funkcjonariusza publicznego albo wyzyskując błędne przeświadczenie o tym innej osoby, wykonuje czynność związaną z jego funkcją,;karze pozbawienia wolności od 3 miesięcy do lat 5.
290;§ 1. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową lub osobistą albo jej obietnicę,;karze pozbawienia wolności do lat 3.
291; 2. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności do lat 3.
292; 3. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową lub osobistą albo jej obietnicę za zachowanie stanowiące naruszenie przepisów prawa,;karze pozbawienia wolności od 6 miesięcy do lat 8.
293; 4. Karze określonej w § 3 podlega także ten, kto, w związku z pełnieniem funkcji publicznej, uzależnia wykonanie czynności służbowej od otrzymania korzyści majątkowej lub osobistej albo jej obietnicy lub takiej korzyści żąda.;karze pozbawienia wolności od roku do lat 10.
294; 5. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową znacznej wartości albo jej obietnicę,;karze pozbawienia wolności od lat 2 do 15.
295; 5a. Kto, w związku z pełnieniem funkcji publicznej, przyjmuje korzyść majątkową wielkiej wartości albo jej obietnicę,;karze pozbawienia wolności od lat 3 do 20.
296; 6. Karom określonym w § 1–5a podlega odpowiednio także ten, kto, w związku z pełnieniem funkcji publicznej w państwie obcym lub w organizacji międzynarodowej, przyjmuje korzyść majątkową lub osobistą albo jej obietnicę lub takiej korzyści żąda, albo uzależnia wykonanie czynności służbowej od jej otrzymania.;karze pozbawienia wolności od 3 miesięcy do lat 5.
297;§ 1. Kto udziela albo obiecuje udzielić korzyści majątkowej lub osobistej osobie pełniącej funkcję publiczną w związku z pełnieniem tej funkcji,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
298; 2. W wypadku mniejszej wagi, sprawca;grzywnie albo karze ograniczenia wolności.
299; 3. Jeżeli sprawca czynu określonego w § 1 działa, aby skłonić osobę pełniącą funkcję publiczną do naruszenia przepisów prawa lub udziela albo obiecuje udzielić takiej osobie korzyści majątkowej lub osobistej za naruszenie przepisów prawa,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
300; 4. Kto osobie pełniącej funkcję publiczną, w związku z pełnieniem tej funkcji, udziela albo obiecuje udzielić korzyści majątkowej znacznej wartości,;karze pozbawienia wolności od 6 miesięcy do lat 8.
301; 4a. Kto osobie pełniącej funkcję publiczną, w związku z pełnieniem tej funkcji, udziela albo obiecuje udzielić korzyści majątkowej wielkiej wartości,;karze pozbawienia wolności od roku do lat 10.
302; 5. Karom określonym w § 1–4a podlega odpowiednio także ten, kto udziela albo obiecuje udzielić korzyści majątkowej lub osobistej osobie pełniącej funkcję publiczną w państwie obcym lub w organizacji międzynarodowej, w związku z pełnieniem tej funkcji.;karze pozbawienia wolności od 6 miesięcy do lat 8.
303;"§ 1. Kto, w zamian za korzyść majątkową lub osobistą albo jej obietnicę, podejmuje się pośrednictwa w załatwieniu sprawy, powołując się na wpływy, wywołując u innej osoby przekonanie o istnieniu wpływów, wykorzystując takie przekonanie lub utwierdzając ją w przekonaniu o istnieniu wpływów w:
1) instytucji państwowej lub samorządowej,
2) organizacji krajowej lub międzynarodowej,
3) krajowej lub zagranicznej jednostce organizacyjnej dysponującej środkami publicznymi,
4) przedsiębiorstwie państwowym,
5) spółce handlowej z udziałem Skarbu Państwa, samorządu terytorialnego lub państwowej osoby prawnej,";grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
304; 2. W wypadku mniejszej wagi, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
305;§ 1. Kto udziela albo obiecuje udzielić korzyści majątkowej lub osobistej w zamian za pośrednictwo w załatwieniu sprawy w podmiocie wskazanym w art. 230 płatna protekcja bierna § 1, polegające na bezprawnym wywarciu wpływu na decyzję, działanie lub zaniechanie osoby pełniącej funkcję publiczną, w związku z pełnieniem tej funkcji,;karze pozbawienia wolności do lat 3.
306; 2. W wypadku mniejszej wagi, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
307;§ 1. Funkcjonariusz publiczny, który, przekraczając swoje uprawnienia lub nie dopełniając obowiązków, działa na szkodę interesu publicznego lub prywatnego,;karze pozbawienia wolności od 3 miesięcy do lat 5.
308; 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 w celu osiągnięcia korzyści majątkowej lub osobistej,;karze pozbawienia wolności od 3 miesięcy do lat 5.
309; 3. Jeżeli sprawca czynu określonego w § 1 działa nieumyślnie i wyrządza istotną szkodę,;karze pozbawienia wolności od 6 miesięcy do lat 8.
310; 4. Przepisu § 2 nie stosuje się, jeżeli czyn wyczerpuje znamiona czynu zabronionego określonego w art. 228 sprzedajność pełniącego funkcję publiczną.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
311;Z ochrony prawnej przewidzianej dla funkcjonariuszy publicznych podczas lub w związku z pełnieniem obowiązków służbowych funkcjonariusz publiczny korzysta również wtedy, jeżeli bezprawny zamach na jego osobę został podjęty z powodu wykonywanego przez niego zawodu lub zajmowanego stanowiska.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
312;§ 1. Osoba, która w obronie koniecznej odpiera zamach na jakiekolwiek cudze dobro chronione prawem, chroniąc bezpieczeństwo lub porządek publiczny, korzysta z ochrony prawnej przewidzianej dla funkcjonariuszy publicznych.;karze pozbawienia wolności do lat 3.
313; 2. Przepisu § 1 nie stosuje się, jeżeli czyn sprawcy zamachu skierowany przeciwko osobie odpierającej zamach godzi wyłącznie w cześć lub godność tej osoby.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
314;§ 1. Kto przemocą lub groźbą bezprawną wywiera wpływ na czynności urzędowe sądu,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
315;§ 1. Kto, składając zeznanie mające służyć za dowód w postępowaniu sądowym lub w innym postępowaniu prowadzonym na podstawie ustawy, zeznaje nieprawdę lub zataja prawdę,;karze pozbawienia wolności do lat 3.
316; 1a. Jeżeli sprawca czynu określonego w § 1 zeznaje nieprawdę lub zataja prawdę z obawy przed odpowiedzialnością karną grożącą jemu samemu lub jego najbliższym,;karze pozbawienia wolności od 3 miesięcy do lat 5.
317; 2. Warunkiem odpowiedzialności jest, aby przyjmujący zeznanie, działając w zakresie swoich uprawnień, uprzedził zeznającego o odpowiedzialności karnej za fałszywe zeznanie lub odebrał od niego przyrzeczenie.;karze pozbawienia wolności do lat 3.
318; 4. Kto, jako biegły, rzeczoznawca lub tłumacz, przedstawia fałszywą opinię, ekspertyzę lub tłumaczenie mające służyć za dowód w postępowaniu określonym w § 1,;karze pozbawienia wolności od 3 miesięcy do lat 5.
319; 4a. Jeżeli sprawca czynu określonego w § 4 działa nieumyślnie, narażając na istotną szkodę interes publiczny,;karze pozbawienia wolności od 6 miesięcy do lat 8.
320;" 5. Sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia, jeżeli:
1) fałszywe zeznanie, opinia, ekspertyza lub tłumaczenie dotyczy okoliczności niemogących mieć wpływu na rozstrzygnięcie sprawy,
2) sprawca dobrowolnie sprostuje fałszywe zeznanie, opinię, ekspertyzę lub tłumaczenie, zanim nastąpi, chociażby nieprawomocne, rozstrzygnięcie sprawy.";karze pozbawienia wolności od 3 miesięcy do lat 5.
321; 6. Przepisy § 1-3 oraz 5 stosuje się odpowiednio do osoby, która składa fałszywe oświadczenie, jeżeli przepis ustawy przewiduje możliwość odebrania oświadczenia pod rygorem odpowiedzialności karnej.;karze pozbawienia wolności od 3 miesięcy do lat 5.
322;Kto, przed organem powołanym do ścigania lub orzekania w sprawach o przestępstwo, w tym i przestępstwo skarbowe, wykroczenie, wykroczenie skarbowe lub przewinienie dyscyplinarne, fałszywie oskarża inną osobę o popełnienie tych czynów zabronionych lub przewinienia dyscyplinarnego,;karze pozbawienia wolności od 3 miesięcy do lat 5.
323;Kto, przez tworzenie fałszywych dowodów lub inne podstępne zabiegi, kieruje przeciwko określonej osobie ściganie o przestępstwo, w tym i przestępstwo skarbowe, wykroczenie, wykroczenie skarbowe lub przewinienie dyscyplinarne albo w toku postępowania zabiegi takie przedsiębierze,; 2a. W wypadku mniejszej wagi, sprawca podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
324;§ 1. Kto zataja dowody niewinności osoby podejrzanej o popełnienie przestępstwa, w tym i przestępstwa skarbowego, wykroczenia, wykroczenia skarbowego lub przewinienia dyscyplinarnego,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
325;Przepis art. 233 fałszywe zeznania § 5 pkt 2 stosuje się odpowiednio do przestępstw określonych w art. 234 fałszywe oskarżenie, art. 235 tworzenie fałszywych dowodów oraz w art. 236 zatajanie dowodów niewinności osoby podejrzanej § 1.;karze pozbawienia wolności od 6 miesięcy do lat 8.
326;Kto zawiadamia o przestępstwie, lub o przestępstwie skarbowym organ powołany do ścigania wiedząc, że przestępstwa nie popełniono,;karze pozbawienia wolności od lat 3 do 20.
327;§ 1. Kto utrudnia lub udaremnia postępowanie karne, pomagając sprawcy przestępstwa, w tym i przestępstwa skarbowego uniknąć odpowiedzialności karnej, w szczególności kto sprawcę ukrywa, tworzy fałszywe dowody, zaciera ślady przestępstwa, w tym i przestępstwa skarbowego, albo odbywa za skazanego karę,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
