;crime;penalty
225;§ 2. Kto czyni przygotowania do popełnienia przestępstwa określonego w § 1;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
226;§ 1. Kto grozi innej osobie popełnieniem przestępstwa na jej szkodę lub na szkodę osoby dla niej najbliższej, jeżeli groźba wzbudza w osobie, do której została skierowana lub której dotyczy, uzasadnioną obawę, że będzie spełniona,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
227;§ 2. Ściganie następuje na wniosek pokrzywdzonego.;§ 4. Nie podlega karze sprawca przestępstwa określonego w § 1, który nie później niż przed upływem 30 dni od dnia pierwszego przesłuchania w charakterze podejrzanego uiścił w całości zaległe alimenty.
228;§ 1. Kto przez uporczywe nękanie innej osoby lub osoby dla niej najbliższej wzbudza u niej uzasadnione okolicznościami poczucie zagrożenia, poniżenia lub udręczenia lub istotnie narusza jej prywatność,;karze pozbawienia wolności od 3 miesięcy do lat 5.
229;§ 4. Ściganie przestępstwa określonego w § 1 lub 2 następuje na wniosek pokrzywdzonego.;karze pozbawienia wolności od lat 2 do 15.
230;§ 1. Kto, stosując przemoc wobec osoby lub groźbę bezprawną, zmusza ją lub inną osobę do określonego działania, zaniechania lub znoszenia,;karze pozbawienia wolności od 3 miesięcy do lat 5.
231;§ 2. Jeżeli sprawca działa w sposób określony w § 1 w celu wymuszenia zwrotu wierzytelności,;karze pozbawienia wolności od 3 miesięcy do lat 5.
232;§ 3. Ściganie przestępstwa określonego w § 1 lub 1a następuje na wniosek pokrzywdzonego.;§ 2. Tej samej karze podlega, kto, będąc osobą, której przysługuje władza rodzicielska nad dzieckiem, wyraża zgodę na adopcję tego dziecka przez inną osobę:
233;§ 1. Kto utrwala wizerunek nagiej osoby lub osoby w trakcie czynności seksualnej, używając w tym celu wobec niej przemocy, groźby bezprawnej lub podstępu, albo wizerunek nagiej osoby lub osoby w trakcie czynności seksualnej bez jej zgody rozpowszechnia,;§ 3. Tej samej karze podlega, kto wyraża zgodę na adopcję dziecka przez siebie w warunkach, o których mowa w § 2.
234;§ 2. Ściganie następuje na wniosek pokrzywdzonego.;grzywnie albo karze ograniczenia wolności.
235;§ 1. Kto przemocą, groźbą bezprawną lub przez nadużycie stosunku zależności lub wykorzystanie krytycznego położenia doprowadza inną osobę do zawarcia małżeństwa lub związku, który odpowiada małżeństwu w kręgu wyznaniowym lub kulturowym sprawcy,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
236;§ 1. Kto wykonuje zabieg leczniczy bez zgody pacjenta,;grzywnie albo karze ograniczenia wolności.
237;§ 2. Ściganie następuje na wniosek pokrzywdzonego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
238;§ 1. Kto wdziera się do cudzego domu, mieszkania, lokalu, pomieszczenia albo ogrodzonego terenu albo wbrew żądaniu osoby uprawnionej miejsca takiego nie opuszcza,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
239;§ 2. Ściganie następuje na wniosek pokrzywdzonego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
240;Kto ogranicza człowieka w przysługujących mu prawach ze względu na jego przynależność wyznaniową albo bezwyznaniowość,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
241;§ 1. Kto złośliwie przeszkadza publicznemu wykonywaniu aktu religijnego kościoła lub innego związku wyznaniowego o uregulowanej sytuacji prawnej,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
242;Kto obraża uczucia religijne innych osób, znieważając publicznie przedmiot czci religijnej lub miejsce przeznaczone do publicznego wykonywania obrzędów religijnych,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 3.
243;§ 1. Kto przemocą, groźbą bezprawną lub podstępem doprowadza inną osobę do obcowania płciowego,;grzywnie albo karze ograniczenia wolności.
244;§ 2. Jeżeli sprawca, w sposób określony w § 1, doprowadza inną osobę do poddania się innej czynności seksualnej albo wykonania takiej czynności,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
245;§ 3. Jeżeli sprawca dopuszcza się zgwałcenia:;karze pozbawienia wolności do lat 3.
246;1) wspólnie z inną osobą,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
247;3) wobec wstępnego, zstępnego, przysposobionego, przysposabiającego, brata lub siostry,;§ 3. Nie podlega karze sprawca, który dobrowolnie uchylił grożące niebezpieczeństwo.
248;4) posługując się bronią palną, nożem lub innym podobnie niebezpiecznym przedmiotem lub środkiem obezwładniającym albo działając w inny sposób bezpośrednio zagrażający życiu,;grzywnie do 180 stawek dziennych albo karze ograniczenia wolności.
249;5) wobec kobiety ciężarnej,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 3.
250;6) utrwalając obraz lub dźwięk z przebiegu czynu,;karze pozbawienia wolności od roku do lat 10.
251;§ 4. Jeżeli sprawca dopuszcza się zgwałcenia wobec małoletniego poniżej lat 15 lub sprawca czynu określonego w § 1–3 działa ze szczególnym okrucieństwem lub następstwem tego czynu jest ciężki uszczerbek na zdrowiu,;karze pozbawienia wolności od lat 2 do 15.
252;§ 5. Jeżeli następstwem czynu określonego w § 1–4 jest śmierć człowieka, sprawca;karze pozbawienia wolności do lat 3.
253;Kto, wykorzystując bezradność innej osoby lub wynikający z upośledzenia umysłowego lub choroby psychicznej brak zdolności tej osoby do rozpoznania znaczenia czynu lub pokierowania swoim postępowaniem, doprowadza ją do obcowania płciowego lub do poddania się innej czynności seksualnej albo do wykonania takiej czynności,;§ 2. Tej samej karze podlega sprawca czynu określonego w § 1 popełnionego na szkodę byłego funkcjonariusza publicznego, o którym mowa w § 1, jeżeli czyn ten pozostaje w związku z zadaniami z zakresu ochrony bezpieczeństwa publicznego lub zadaniami Służby Więziennej, które pokrzywdzony wykonywał.
254;§ 1. Kto, przez nadużycie stosunku zależności lub wykorzystanie krytycznego położenia, doprowadza inną osobę do obcowania płciowego lub do poddania się innej czynności seksualnej albo do wykonania takiej czynności,;karze pozbawienia wolności od 3 miesięcy do lat 5.
255;§ 3. Karze określonej w § 2 podlega, kto obcuje płciowo z małoletnim lub dopuszcza się wobec takiej osoby innej czynności seksualnej albo doprowadza ją do poddania się takim czynnościom albo do ich wykonania, nadużywając zaufania lub udzielając w zamian korzyści majątkowej lub osobistej albo jej obietnicy.;§ 2. Tej samej karze podlega sprawca czynu określonego w § 1, popełnionego na szkodę byłego funkcjonariusza publicznego, o którym mowa w § 1, jeżeli czyn ten pozostaje w związku z zadaniami z zakresu ochrony bezpieczeństwa publicznego lub zadaniami Służby Więziennej, które pokrzywdzony wykonywał.
256;§ 1. Kto obcuje płciowo z małoletnim poniżej lat 15 lub dopuszcza się wobec takiej osoby innej czynności seksualnej lub doprowadza ją do poddania się takim czynnościom albo do ich wykonania,;karze pozbawienia wolności od 6 miesięcy do lat 8.
257;§ 3. Kto małoletniemu poniżej lat 15 prezentuje treści pornograficzne lub udostępnia mu przedmioty mające taki charakter albo rozpowszechnia treści pornograficzne w sposób umożliwiający takiemu małoletniemu zapoznanie się z nimi;karze pozbawienia wolności do lat 3.
258;§ 4. Karze określonej w § 3 podlega, kto w celu swojego zaspokojenia seksualnego lub zaspokojenia seksualnego innej osoby prezentuje małoletniemu poniżej lat 15 wykonanie czynności seksualnej.;§ 2. Tej samej karze podlega, kto stosuje przemoc lub groźbę bezprawną w celu zmuszenia funkcjonariusza publicznego albo osoby do pomocy mu przybranej do przedsięwzięcia lub zaniechania prawnej czynności służbowej.
259;§ 5. Karze określonej w § 3 podlega, kto prowadzi reklamę lub promocję działalności polegającej na rozpowszechnianiu treści pornograficznych w sposób umożliwiający zapoznanie się z nimi małoletniemu poniżej lat 15.;karze pozbawienia wolności od 3 miesięcy do lat 5.
260;§ 6. Skazując sprawcę, który popełnił przestępstwo określone w § 1, 3 lub 4 wobec małoletniego poniżej lat 15, który w chwili czynu pozostawał w stosunku zależności od sprawcy, w szczególności pod jego pieczą, lub z wykorzystaniem krytycznego położenia małoletniego poniżej lat 15, sąd orzeka karę pozbawienia wolności przewidzianą za przypisane sprawcy przestępstwo w wysokości od dolnej granicy ustawowego zagrożenia zwiększonego o połowę.;karze pozbawienia wolności od 6 miesięcy do lat 8.
261;§ 1. Kto w celu popełnienia przestępstwa określonego w art. 197 zgwałcenie lub wymuszenie czynności seksualnej § 4 lub art. 200 obcowanie płciowe z osobą małoletnią lub doprowadzenie jej do poddania się czynnościom seksualnym, jak również produkowania lub utrwalania treści pornograficznych, za pośrednictwem systemu teleinformatycznego lub sieci telekomunikacyjnej nawiązuje kontakt z małoletnim poniżej lat 15, zmierzając, za pomocą wprowadzenia go w błąd, wyzyskania błędu lub niezdolności do należytego pojmowania sytuacji albo przy użyciu groźby bezprawnej, do spotkania z nim,;karze pozbawienia wolności od lat 2 do 15.
262;§ 2. Kto za pośrednictwem systemu teleinformatycznego lub sieci telekomunikacyjnej małoletniemu poniżej lat 15 składa propozycję obcowania płciowego, poddania się lub wykonania innej czynności seksualnej lub udziału w produkowaniu lub utrwalaniu treści pornograficznych, i zmierza do jej realizacji,;karze pozbawienia wolności do lat 3.
263;Kto publicznie propaguje lub pochwala zachowania o charakterze pedofilskim,;§ 2. Tej samej karze podlega, kto osobie uprawnionej do kontroli w zakresie inspekcji pracy lub osobie przybranej jej do pomocy udaremnia lub utrudnia wykonanie czynności służbowej.
264;Kto dopuszcza się obcowania płciowego w stosunku do wstępnego, zstępnego, przysposobionego, przysposabiającego, brata lub siostry,;§ 4. Tej samej karze podlega, kto osobie upoważnionej do przeprowadzania czynności w zakresie nadzoru i kontroli w jednostkach organizacyjnych pomocy społecznej lub w placówkach zapewniających całodobową opiekę osobom niepełnosprawnym, przewlekle chorym lub osobom w podeszłym wieku udaremnia lub utrudnia wykonanie czynności służbowych.
265;§ 1. Kto publicznie prezentuje treści pornograficzne w taki sposób, że może to narzucić ich odbiór osobie, która tego sobie nie życzy,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
266;§ 3. Kto w celu rozpowszechniania produkuje, utrwala lub sprowadza, przechowuje lub posiada albo rozpowszechnia lub prezentuje treści pornograficzne z udziałem małoletniego albo treści pornograficzne związane z prezentowaniem przemocy lub posługiwaniem się zwierzęciem;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
267;§ 4. Kto utrwala treści pornograficzne z udziałem małoletniego;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
268;§ 4a. Kto przechowuje, posiada lub uzyskuje dostęp do treści pornograficznych z udziałem małoletniego;karze pozbawienia wolności od 6 miesięcy do lat 8.
269;§ 4b. Kto produkuje, rozpowszechnia, prezentuje, przechowuje lub posiada treści pornograficzne przedstawiające wytworzony albo przetworzony wizerunek małoletniego uczestniczącego w czynności seksualnej;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
270;§ 4c. Karze określonej w § 4b podlega, kto w celu zaspokojenia seksualnego uczestniczy w prezentacji treści pornograficznych z udziałem małoletniego.;karze pozbawienia wolności od roku do lat 10.
271;§ 5. Sąd może orzec przepadek narzędzi lub innych przedmiotów, które służyły lub były przeznaczone do popełnienia przestępstw określonych w § 1-4b, chociażby nie stanowiły własności sprawcy.;karze pozbawienia wolności od lat 2 do 15.
272;§ 1. Kto, wykorzystując stosunek zależności lub krytyczne położenie, doprowadza inną osobę do uprawiania prostytucji,;karze pozbawienia wolności od lat 3 do 20.
273;§ 2. Kto, przemocą, groźbą bezprawną lub podstępem doprowadza inną osobę do uprawiania prostytucji,;karze pozbawienia wolności od 6 miesięcy do lat 8.
274;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, nakłania inną osobę do uprawiania prostytucji lub jej to ułatwia;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
275;§ 2. Karze określonej w § 1 podlega, kto czerpie korzyści majątkowe z uprawiania prostytucji przez inną osobę.;karze pozbawienia wolności od roku do lat 10.
276;§ 3. Jeżeli osoba określona w § 1 lub 2 jest małoletnim, sprawca;karze pozbawienia wolności od lat 2 do 15.
277;;karze pozbawienia wolności od lat 3 do 20.
278;Kto zawiera małżeństwo, pomimo że pozostaje w związku małżeńskim,;§ 6. Nie podlega karze sprawca przestępstwa określonego w § 1-5, jeżeli korzyść majątkowa lub osobista albo ich obietnica zostały przyjęte przez osobę pełniącą funkcję publiczną, a sprawca zawiadomił o tym fakcie organ powołany do ścigania przestępstw i ujawnił wszystkie istotne okoliczności przestępstwa, zanim organ ten o nim się dowiedział.
279;§ 1. Kto znęca się fizycznie lub psychicznie nad osobą najbliższą lub nad inną osobą pozostającą w stałym lub przemijającym stosunku zależności od sprawcy,;karze pozbawienia wolności od 6 miesięcy do lat 8.
280;§ 1a. Kto znęca się fizycznie lub psychicznie nad osobą nieporadną ze względu na jej wiek, stan psychiczny lub fizyczny,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
281;§ 2. Jeżeli czyn określony w § 1 lub 1a połączony jest ze stosowaniem szczególnego okrucieństwa, sprawca;karze pozbawienia wolności od 6 miesięcy do lat 8.
282;§ 3. Jeżeli następstwem czynu określonego w § 1–2 jest targnięcie się pokrzywdzonego na własne życie, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
283;Kto rozpija małoletniego, dostarczając mu napoju alkoholowego, ułatwiając jego spożycie lub nakłaniając go do spożycia takiego napoju,;§ 3. Nie podlega karze sprawca przestępstwa określonego w § 1 albo w § 2, jeżeli korzyść majątkowa lub osobista albo ich obietnica zostały przyjęte, a sprawca zawiadomił o tym fakcie organ powołany do ścigania przestępstw i ujawnił wszystkie istotne okoliczności przestępstwa, zanim organ ten o nim się dowiedział.
284;§ 1. Kto uchyla się od wykonania obowiązku alimentacyjnego określonego co do wysokości orzeczeniem sądowym, ugodą zawartą przed sądem albo innym organem albo inną umową, jeżeli łączna wysokość powstałych wskutek tego zaległości stanowi równowartość co najmniej 3 świadczeń okresowych albo jeżeli opóźnienie zaległego świadczenia innego niż okresowe wynosi co najmniej 3 miesiące,;karze pozbawienia wolności do lat 3.
285;§ 1a. Jeżeli sprawca czynu określonego w § 1 naraża osobę uprawnioną na niemożność zaspokojenia podstawowych potrzeb życiowych,;karze pozbawienia wolności od roku do lat 10.
286;§ 2. Ściganie przestępstwa określonego w § 1 lub 1a następuje na wniosek pokrzywdzonego, organu pomocy społecznej lub organu podejmującego działania wobec dłużnika alimentacyjnego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
287;§ 3. Jeżeli pokrzywdzonemu przyznano odpowiednie świadczenia rodzinne albo świadczenia pieniężne wypłacane w przypadku bezskuteczności egzekucji alimentów, ściganie przestępstwa określonego w § 1 lub 1a odbywa się z urzędu.;karze pozbawienia wolności od 3 miesięcy do lat 5.
288;§ 5. Sąd odstępuje od wymierzenia kary, jeżeli nie później niż przed upływem 30 dni od dnia pierwszego przesłuchania w charakterze podejrzanego sprawca przestępstwa określonego w § 1a uiścił w całości zaległe alimenty, chyba że wina i społeczna szkodliwość czynu przemawiają przeciwko odstąpieniu od wymierzenia kary.;§ 2. Tej samej karze podlega sprawca przestępstwa określonego w § 1, popełnionego na szkodę międzynarodowego trybunału karnego lub jego organu działającego na podstawie umowy międzynarodowej, której Rzeczpospolita Polska jest stroną, albo powołanego przez organizację międzynarodową ukonstytuowaną umową ratyfikowaną przez Rzeczpospolitą Polską.
289;§ 1. Kto wbrew obowiązkowi troszczenia się o małoletniego poniżej lat 15 albo o osobę nieporadną ze względu na jej stan psychiczny lub fizyczny osobę tę porzuca,;karze pozbawienia wolności od 6 miesięcy do lat 8.
290;§ 2. Jeżeli następstwem czynu jest śmierć osoby określonej w § 1, sprawca;karze pozbawienia wolności od 3 miesięcy do lat 5.
291;Kto, wbrew woli osoby powołanej do opieki lub nadzoru, uprowadza lub zatrzymuje małoletniego poniżej lat 15 albo osobę nieporadną ze względu na jej stan psychiczny lub fizyczny,;§ 3. Nie podlega karze za czyn określony w § 1a, kto składa fałszywe zeznanie, nie wiedząc o prawie odmowy zeznania lub odpowiedzi na pytania.
292;§ 1. Kto, w celu osiągnięcia korzyści majątkowej, zajmuje się organizowaniem adopcji dzieci wbrew przepisom ustawy,;karze pozbawienia wolności od roku do lat 10.
293;1) w celu osiągnięcia korzyści majątkowej lub osobistej, zatajając ten cel przed sądem orzekającym w postępowaniu w sprawie o przysposobienie, a w przypadku wyrażenia przez rodzica zgody na przysposobienie dziecka w przyszłości bez wskazania osoby przysposabiającego – przed sądem przyjmującym oświadczenie o wyrażeniu tej zgody,;karze pozbawienia wolności do lat 3.
294;2) z pominięciem postępowania w sprawie o przysposobienie.;karze pozbawienia wolności od 3 miesięcy do lat 5.
295;§ 1. Kto pomawia inną osobę, grupę osób, instytucję, osobę prawną lub jednostkę organizacyjną niemającą osobowości prawnej o takie postępowanie lub właściwości, które mogą poniżyć ją w opinii publicznej lub narazić na utratę zaufania potrzebnego dla danego stanowiska, zawodu lub rodzaju działalności,;karze pozbawienia wolności od 3 miesięcy do lat 5.
296;§ 2. Jeżeli sprawca dopuszcza się czynu określonego w § 1 za pomocą środków masowego komunikowania,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
297;§ 3. W razie skazania za przestępstwo określone w § 1 lub 2 sąd może orzec nawiązkę na rzecz pokrzywdzonego, Polskiego Czerwonego Krzyża albo na inny cel społeczny wskazany przez pokrzywdzonego.;§ 2. Nie podlega karze, kto zataja dowody niewinności z obawy przed odpowiedzialnością karną grożącą jemu samemu lub jego najbliższym.
298;§ 4. Ściganie przestępstwa określonego w § 1 lub 2 odbywa się z oskarżenia prywatnego.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
299;§ 1. Nie ma przestępstwa określonego w art. 212 zniesławienie § 1, jeżeli zarzut uczyniony niepublicznie jest prawdziwy.;karze pozbawienia wolności od 3 miesięcy do lat 5.
300;§ 2. Nie popełnia przestępstwa określonego w art. 212 zniesławienie § 1 lub 2, kto publicznie podnosi lub rozgłasza prawdziwy zarzut:;§ 2. Nie podlega karze sprawca, który ukrywa osobę najbliższą.
301;1) dotyczący postępowania osoby pełniącej funkcję publiczną lub;karze pozbawienia wolności do lat 3.
302;2) służący obronie społecznie uzasadnionego interesu.;§ 2a. Nie podlega karze pokrzywdzony czynem wymienionym w § 1, który zaniechał zawiadomienia o tym czynie.
303;Jeżeli zarzut dotyczy życia prywatnego lub rodzinnego, dowód prawdy może być przeprowadzony tylko wtedy, gdy zarzut ma zapobiec niebezpieczeństwu dla życia lub zdrowia człowieka albo demoralizacji małoletniego.;§ 3. Nie podlega karze, kto zaniechał zawiadomienia z obawy przed odpowiedzialnością karną grożącą jemu samemu lub jego najbliższym.
304;Brak przestępstwa wynikający z przyczyn określonych w art. 213 wyłączenie bezprawności zniesławienia nie wyłącza odpowiedzialności sprawcy za zniewagę ze względu na formę podniesienia lub rozgłoszenia zarzutu.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
305;Na wniosek pokrzywdzonego sąd orzeka podanie wyroku skazującego do publicznej wiadomości.;§ 2. Tej samej karze podlega, kto rozpowszechnia publicznie wiadomości z rozprawy sądowej prowadzonej z wyłączeniem jawności.
306;§ 1. Kto znieważa inną osobę w jej obecności albo choćby pod jej nieobecność, lecz publicznie lub w zamiarze, aby zniewaga do osoby tej dotarła,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
307;§ 2. Kto znieważa inną osobę za pomocą środków masowego komunikowania,;§ 1a. Tej samej karze podlega, kto, będąc pozbawionym wolności na podstawie orzeczenia sądu lub prawnego nakazu wydanego przez inny organ państwowy oraz przebywając bez dozoru poza zakładem karnym lub aresztem śledczym w związku z wykonywaniem pracy, samowolnie opuszcza wyznaczone miejsce wykonywania pracy lub samowolnie poza nim pozostaje.
308;§ 3. Jeżeli zniewagę wywołało wyzywające zachowanie się pokrzywdzonego albo jeżeli pokrzywdzony odpowiedział naruszeniem nietykalności cielesnej lub zniewagą wzajemną, sąd może odstąpić od wymierzenia kary.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do roku.
309;§ 4. W razie skazania za przestępstwo określone w § 2 sąd może orzec nawiązkę na rzecz pokrzywdzonego, Polskiego Czerwonego Krzyża albo na inny cel społeczny wskazany przez pokrzywdzonego.;karze pozbawienia wolności do lat 3.
310;§ 5. Ściganie odbywa się z oskarżenia prywatnego.;karze pozbawienia wolności do lat 3.
311;§ 1. Kto uderza człowieka lub w inny sposób narusza jego nietykalność cielesną,;karze pozbawienia wolności od 3 miesięcy do lat 5.
312;§ 2. Jeżeli naruszenie nietykalności wywołało wyzywające zachowanie się pokrzywdzonego albo jeżeli pokrzywdzony odpowiedział naruszeniem nietykalności, sąd może odstąpić od wymierzenia kary.;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
313;§ 3. Ściganie odbywa się z oskarżenia prywatnego.;§ 2. Tej samej karze podlega, kto udaremnia lub utrudnia kontrolowanie, w systemie dozoru elektronicznego, orzeczonego wobec niego obowiązku, o którym mowa w § 1.
314;Kto uderza człowieka lub w inny sposób narusza jego nietykalność cielesną w związku z podjętą przez niego interwencją na rzecz ochrony bezpieczeństwa ludzi lub ochrony bezpieczeństwa lub porządku publicznego,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
315;§ 1. (utracił moc);§ 2. Tej samej karze podlega, kto bezprawnie udaremnia wykonywanie orzeczonego wobec innej osoby środka zabezpieczającego w postaci elektronicznej kontroli miejsca pobytu.
316;§ 1a. Kto, wykonując czynności w sprawach z zakresu prawa pracy i ubezpieczeń społecznych, złośliwie lub uporczywie narusza prawa pracownika wynikające ze stosunku pracy lub ubezpieczenia społecznego,;karze pozbawienia wolności od 3 miesięcy do lat 5.
317;§ 2. Osoba określona w § 1a, odmawiająca ponownego przyjęcia do pracy, o której przywróceniu orzekł właściwy organ,;§ 2. Nie podlega karze sprawca przestępstwa określonego w § 1, który wykonał w całości orzeczony wobec niego środek kompensacyjny nie później niż przed upływem 30 dni od dnia pierwszego przesłuchania w charakterze podejrzanego.
318;§ 3. Osoba określona w § 1a, która będąc zobowiązana orzeczeniem sądu do wypłaty wynagrodzenia za pracę lub innego świadczenia ze stosunku pracy, obowiązku tego nie wykonuje,;karze pozbawienia wolności od 3 miesięcy do lat 5.
319;Kto, złośliwie lub uporczywie:;karze pozbawienia wolności od roku do lat 10.
320;1) wbrew zakazowi handlu oraz wykonywania czynności związanych z handlem w niedziele i święta, powierza wykonywanie pracy w handlu lub wykonywanie czynności związanych z handlem pracownikowi lub zatrudnionemu,;karze pozbawienia wolności od 3 miesięcy do lat 5.
321;2) wbrew zakazowi handlu oraz wykonywania czynności związanych z handlem po godzinie 1400 w dniu 24 grudnia lub w sobotę bezpośrednio poprzedzającą pierwszy dzień Wielkiej Nocy, powierza wykonywanie pracy w handlu lub wykonywanie czynności związanych z handlem pracownikowi lub zatrudnionemu,;karze pozbawienia wolności od roku do lat 10.
322;Kto narusza przepisy prawa o ubezpieczeniach społecznych, nie zgłaszając, nawet za zgodą zainteresowanego, wymaganych danych albo zgłaszając nieprawdziwe dane mające wpływ na prawo do świadczeń albo ich wysokość,;karze określonej w tych przepisach.
323;§ 1. Kto, będąc odpowiedzialny za bezpieczeństwo i higienę pracy, nie dopełnia wynikającego stąd obowiązku i przez to naraża pracownika na bezpośrednie niebezpieczeństwo utraty życia albo ciężkiego uszczerbku na zdrowiu,;- podlega karze pozbawienia wolności do lat 3.
324;§ 2. Jeżeli sprawca działa nieumyślnie,;karze pozbawienia wolności od 3 miesięcy do lat 5.
325;Kto wbrew obowiązkowi nie zawiadamia w terminie właściwego organu o wypadku przy pracy lub chorobie zawodowej albo nie sporządza lub nie przedstawia wymaganej dokumentacji,;karze pozbawienia wolności od 3 miesięcy do lat 5.
326;§ 1. Kto narusza nietykalność cielesną funkcjonariusza publicznego lub osoby do pomocy mu przybranej podczas lub w związku z pełnieniem obowiązków służbowych,;karze pozbawienia wolności od 3 miesięcy do lat 5.
327;§ 2. Jeżeli czyn określony w § 1 wywołało niewłaściwe zachowanie się funkcjonariusza lub osoby do pomocy mu przybranej, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia.;§ 2. Tej samej karze podlega, kto udziela korzyści majątkowej lub osobistej osobie uprawnionej do głosowania, aby skłonić ją do głosowania w określony sposób lub za głosowanie w określony sposób.
328;§ 1. Kto, działając wspólnie i w porozumieniu z inną osobą lub używając broni palnej, noża lub innego podobnie niebezpiecznego przedmiotu albo środka obezwładniającego, dopuszcza się czynnej napaści na funkcjonariusza publicznego lub osobę do pomocy mu przybraną podczas lub w związku z pełnieniem obowiązków służbowych,;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
329;§ 2. Jeżeli w wyniku czynnej napaści nastąpił skutek w postaci ciężkiego uszczerbku na zdrowiu funkcjonariusza publicznego lub osoby do pomocy mu przybranej, sprawca;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
330;§ 1. Kto publicznie nawołuje do udostępnienia informacji dotyczących życia prywatnego funkcjonariusza organu powołanego do ochrony bezpieczeństwa publicznego albo funkcjonariusza Służby Więziennej, których udostępnienie może spowodować zagrożenie bezpieczeństwa tego funkcjonariusza lub osoby dla niego najbliższej,;karze pozbawienia wolności od lat 3 do 20.
331;§ 1. Kto bez zgody funkcjonariusza organu powołanego do ochrony bezpieczeństwa publicznego albo funkcjonariusza Służby Więziennej, udostępnia innej osobie informacje dotyczące jego życia prywatnego, których udostępnienie może spowodować zagrożenie bezpieczeństwa tego funkcjonariusza lub osoby dla niego najbliższej,;karze pozbawienia wolności od lat 5 do 25.
332;§ 3. Jeżeli udostępnienie informacji przez sprawcę czynu określonego w § 1 lub 2 następuje przez ich publiczne rozpowszechnienie, sprawca;karze pozbawienia wolności do lat 3.
333;§ 1. Kto przemocą lub groźbą bezprawną wywiera wpływ na czynności urzędowe organu administracji rządowej, innego organu państwowego lub samorządu terytorialnego,;§ 4. Nie podlega karze za przestępstwo określone w § 1, kto odstąpił od zamiaru wymuszenia i zwolnił zakładnika.
334;§ 3. Jeżeli następstwem czynu określonego w § 2 jest skutek określony w art. 156 spowodowanie ciężkiego uszczerbku na zdrowiu § 1 lub w art. 157 spowodowanie średniego i lekkiego uszczerbku na zdrowiu § 1, sprawca;karze pozbawienia wolności do lat 3.
335;§ 1. Kto wiedząc, że zagrożenie nie istnieje, zawiadamia o zdarzeniu, które zagraża życiu lub zdrowiu wielu osób lub mieniu w znacznych rozmiarach lub stwarza sytuację, mającą wywołać przekonanie o istnieniu takiego zagrożenia, czym wywołuje czynność instytucji użyteczności publicznej lub organu ochrony bezpieczeństwa, porządku publicznego lub zdrowia mającą na celu uchylenie zagrożenia,;karze pozbawienia wolności od 3 miesięcy do lat 5.
336;§ 2. Jeżeli sprawca czynu określonego w § 1 zawiadamia o więcej niż jednym zdarzeniu,;karze pozbawienia wolności od 6 miesięcy do lat 8.
337;W razie skazania za przestępstwo określone w art. 224a fałszywe zawiadomienie o zagrożeniu sąd orzeka:;grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 2.
338;1) nawiązkę na rzecz Skarbu Państwa w wysokości co najmniej 10 000 zł oraz;karze pozbawienia wolności do lat 3.
339;2) świadczenie pieniężne wymienione w art. 39 katalog środków karnych pkt 7 w wysokości co najmniej 10 000 zł.;grzywnie do 180 stawek dziennych, karze ograniczenia wolności albo pozbawienia wolności do roku.
340;§ 1. Kto osobie uprawnionej do przeprowadzania kontroli w zakresie ochrony środowiska lub osobie przybranej jej do pomocy udaremnia lub utrudnia wykonanie czynności służbowej,;karze pozbawienia wolności od 3 miesięcy do lat 5.
